bnf_code,bnf_presentation,bnf_chemical,practice,pct,category,avg_brand_count_per_practice,lowest_decile,quantity,price_per_dose,possible_savings,formulation_swap,num_pack_sizes,flag_imported,flag_broken_bulk,flag_non_bioequivalence,flag_special_containers
0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg,Co-Proxamol (Dextroprop HCl/Paracet),P81176,01E,NP8,1,0.704480519481,524,3.2,1307.65220779,,3.0,,,,
0501080V0AAADAD,Sulfapyridine_Cap 250mg,Sulfapyridine,G82083,99J,NP8,1,11.2261666667,336,15.1163095238,1307.088,Cap  / Tab ,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,D81005,06H,NP8,1,5.92,325,9.94,1306.5,,3.0,,,,1.0
0908010S0AAACAC,Trientine Dihydroch_Cap 300mg,Trientine Dihydrochloride,D82011,06W,NP8,1,22.9108,200,29.44,1305.84,,,,,,
0401010ADAAAEAE,Melatonin_Cap 2mg,Melatonin,M92007,06A,NP8,1,0.709979041916,420,3.81869047619,1305.6588024,Cap  / Tab ,3.0,1.0,,,
1108010A0AAACAC,Mercaptamine HCl_Eye Dps 0.55%,Mercaptamine Hydrochloride,C83633,04D,NP8,1,2.879,60,24.638,1305.54,,3.0,,,,
0106020C0AAAJAJ,Bisacodyl_Enema 10mg,Bisacodyl,P87648,01G,NP8,1,0.294107718894,25,52.5116,1305.43730703,Enema  / Suppos ,3.0,,,,1.0
0704010U0AAAAAA,Tamsulosin HCl_Cap 400mcg M/R,Tamsulosin Hydrochloride,B81109,03K,A,2,0.13,7105,0.313670654469,1304.98,Cap  / Tab ,3.0,,,,
0408010A0AAAIAI,Levetiracetam_Tab 750mg,Levetiracetam,M85063,13P,M,2,0.0707994767442,2144,0.678521455224,1302.95592186,,3.0,,,,
0602010V0AABXBX,Levothyrox Sod_Tab 50mcg,Levothyroxine Sodium,E86024,08G,M,1,0.061426557919,3748,0.408588580576,1301.16326092,Tab  / Cap ,3.0,,,,
0401010ADAABPBP,Melatonin_Tab 3mg,Melatonin,C83044,04D,NP8,1,0.749107142857,1180,1.85129661017,1300.58357143,Tab  / Cap ,,,,,
0406000S0AAADAD,Ondansetron HCl_Inj 2mg/ml 4ml Amp,Ondansetron Hydrochloride,G82658,09C,NP8,1,2.36,135,11.99,1300.05,,3.0,,,,
0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg,Co-Proxamol (Dextroprop HCl/Paracet),F83660,08H,NP8,1,0.704480519481,300,5.0358,1299.39584416,,3.0,,,,
0906040G0AABGBG,"Colecal_Tab 1,000u",Colecalciferol,B83013,02R,C,3,0.0576323653715,1145,1.19182532751,1298.65094165,Tab  / Cap ,3.0,,,,
0103030S0AAAAAA,Sucralfate_Tab 1g,Sucralfate,B85025,03J,NP8,1,0.127142857143,360,3.73336111111,1298.23857143,,3.0,,,,
040702040AAACAC,Tramadol HCl_Tab 100mg M/R,Tramadol Hydrochloride,E81032,06P,NP8,1,0.115714285714,1408,1.03595880682,1295.70428571,Tab  / Cap ,3.0,,,,
040702040AAACAC,Tramadol HCl_Tab 100mg M/R,Tramadol Hydrochloride,P81078,01A,NP8,1,0.115714285714,1568,0.94181122449,1295.32,Tab  / Cap ,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,P81159,00R,NP8,1,5.92,1933,6.59,1295.11,,3.0,,,,1.0
0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg,Co-Proxamol (Dextroprop HCl/Paracet),K81078,10W,NP8,1,0.704480519481,2024,1.34303853755,1292.44142857,,3.0,,,,
040702040AAACAC,Tramadol HCl_Tab 100mg M/R,Tramadol Hydrochloride,J82112,11A,NP8,2,0.115714285714,2152,0.715557620818,1290.86285714,Tab  / Cap ,3.0,,,,
0504040M0AAAAAA,Mepacrine HCl_Tab 100mg,Mepacrine Hydrochloride,A86040,13T,NP8,1,3.24066666667,100,16.1416,1290.09333333,Tab  / Cap ,3.0,,,,
0906040G0AABGBG,"Colecal_Tab 1,000u",Colecalciferol,B82008,03E,C,2,0.0576323653715,3058,0.479247874428,1289.30022669,Tab  / Cap ,3.0,,,,
0601060D0AAA0A0,Glucose Blood Testing Reagents,Glucose Blood Testing Reagents,D83055,07K,NP8,16,0.248278294818,23350,0.303307922912,1284.941816,,,,,,
0601011R0AAABAB,Ins Hum_Inj 500u/ml 20ml Vl,Insulin Human,C88051,03N,NP8,1,303.25,3,731.0,1283.25,,3.0,,,,1.0
0106020C0AAAJAJ,Bisacodyl_Enema 10mg,Bisacodyl,B87031,03R,NP8,1,0.294107718894,160,8.31125,1282.74276498,Enema  / Suppos ,3.0,,,,1.0
0106020C0AAAJAJ,Bisacodyl_Enema 10mg,Bisacodyl,K83010,04G,NP8,1,0.294107718894,56,23.2,1282.72996774,Enema  / Suppos ,3.0,,,,1.0
0902011U0AAARAR,Pot Chlor_Liq Spec 375mg/5ml,Potassium Chloride,B85611,03A,NP8,1,0.1246,1000,1.4072,1282.6,,3.0,,,,
0602010Z0AAAJAJ,Levothyrox/Liothyronine_Tab 35mcg/8mcg,Levothyroxine Sodium & Liothyronine,P81025,01A,NP8,1,0.289456,504,2.83357142857,1282.234176,,,,,,
0408010H0AAAAAA,Lamotrigine_Tab 100mg,Lamotrigine,L83045,99Q,M,2,0.0291071428571,1344,0.982075892857,1280.79,Tab  / Cap ,3.0,,,,
0302000K0AAAMAM,Budesonide/Formoterol Inh B/A 200/6(120D,Budesonide,B82005,03Q,C,2,33.985,319,38.0,1280.785,,3.0,,,,1.0
0208010L0AAAHAH,"Dalteparin Sod_Inj 25,000u/ml 0.6ml Pfs",Dalteparin Sodium,G82057,10D,NP8,2,8.46785714286,67,27.577761194,1280.36357143,,3.0,,,,
0403040W0AAAEAE,Venlafaxine_Cap 150mg M/R,Venlafaxine,D82064,06Y,C,1,0.381251795444,2269,0.945381225209,1280.00967614,Cap  / Tab ,3.0,,,,
0403040W0AAADAD,Venlafaxine_Cap 75mg M/R,Venlafaxine,D82049,07J,C,1,0.233035714286,2303,0.788588797221,1279.43875,Cap  / Tab ,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,A85010,13T,NP8,1,5.92,318,9.94,1278.36,,3.0,,,,1.0
0203020P0AAABAB,Mexiletine HCl_Cap 200mg,Mexiletine Hydrochloride,C82075,04V,NP8,1,1.28803571429,360,4.839,1278.34714286,Cap  / Tab ,3.0,,,,
0103030S0AAAAAA,Sucralfate_Tab 1g,Sucralfate,C83083,03T,NP8,1,0.127142857143,360,3.67783333333,1278.24857143,,3.0,,,,
0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg,Co-Proxamol (Dextroprop HCl/Paracet),N84008,01V,NP8,1,0.704480519481,1500,1.55526666667,1276.17922078,,3.0,,,,
0203020P0AAAIAI,Mexiletine HCl_Cap 100mg,Mexiletine Hydrochloride,E86017,08G,NP8,1,1.27,84,16.4352380952,1273.88,,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,C81003,04J,NP8,2,5.92,1901,6.59,1273.67,,3.0,,,,1.0
0208010L0AAAIAI,"Dalteparin Sod_Inj 25,000u/ml 0.72ml Pfs",Dalteparin Sodium,C82046,04C,NP8,1,10.1638796341,30,52.5806666667,1272.50361098,,3.0,,,,
0208010L0AAAIAI,"Dalteparin Sod_Inj 25,000u/ml 0.72ml Pfs",Dalteparin Sodium,B82024,03M,NP8,1,10.1638796341,10,137.414,1272.50120366,,3.0,,,,
0208010L0AAAIAI,"Dalteparin Sod_Inj 25,000u/ml 0.72ml Pfs",Dalteparin Sodium,M88645,05L,NP8,1,10.1638796341,10,137.414,1272.50120366,,3.0,,,,
0208010L0AAAIAI,"Dalteparin Sod_Inj 25,000u/ml 0.72ml Pfs",Dalteparin Sodium,E84624,07P,NP8,1,10.1638796341,10,137.41,1272.46120366,,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,P81140,00Q,NP8,2,5.92,733,7.65487039563,1271.66,,3.0,,,,1.0
1002020S0AAABAB,Methocarbamol_Tab 750mg,Methocarbamol,N83006,01X,A,1,0.31685,6674,0.50719808211,1270.3831,,3.0,,,,
0602010M0AAADAD,Liothyronine Sod_Tab 5mcg,Liothyronine Sodium,H81033,09Y,NP8,1,2.4624,150,10.922,1268.94,Tab  / Cap ,,,,,
0411000F0AAADAD,Galantamine_Oral Soln 20mg/5ml S/F,Galantamine,Y02627,05Y,NP8,1,1.2,400,4.37,1268.0,,3.0,,,,1.0
0411000F0AAADAD,Galantamine_Oral Soln 20mg/5ml S/F,Galantamine,H82055,09G,NP8,1,1.2,400,4.37,1268.0,,3.0,,,,1.0
0411000F0AAADAD,Galantamine_Oral Soln 20mg/5ml S/F,Galantamine,F81185,06Q,NP8,1,1.2,400,4.37,1268.0,,3.0,,,,1.0
0411000F0AAADAD,Galantamine_Oral Soln 20mg/5ml S/F,Galantamine,L82044,11N,NP8,1,1.2,400,4.37,1268.0,,3.0,,,,1.0
0411000F0AAADAD,Galantamine_Oral Soln 20mg/5ml S/F,Galantamine,M82018,05N,NP8,2,1.2,600,3.31333333333,1268.0,,3.0,,,,1.0
0411000F0AAADAD,Galantamine_Oral Soln 20mg/5ml S/F,Galantamine,P85021,00Y,NP8,1,1.2,400,4.37,1268.0,,3.0,,,,1.0
0411000F0AAADAD,Galantamine_Oral Soln 20mg/5ml S/F,Galantamine,P84049,01M,NP8,1,1.2,400,4.37,1268.0,,3.0,,,,1.0
0411000F0AAADAD,Galantamine_Oral Soln 20mg/5ml S/F,Galantamine,A83074,00D,NP8,1,1.2,400,4.37,1268.0,,3.0,,,,1.0
0411000F0AAADAD,Galantamine_Oral Soln 20mg/5ml S/F,Galantamine,P81022,00Q,NP8,1,1.2,400,4.37,1268.0,,3.0,,,,1.0
0411000F0AAADAD,Galantamine_Oral Soln 20mg/5ml S/F,Galantamine,M82026,05N,NP8,1,1.2,400,4.37,1268.0,,3.0,,,,1.0
0411000F0AAADAD,Galantamine_Oral Soln 20mg/5ml S/F,Galantamine,C85020,02P,NP8,1,1.2,400,4.37,1268.0,,3.0,,,,1.0
0411000F0AAADAD,Galantamine_Oral Soln 20mg/5ml S/F,Galantamine,N81075,02E,NP8,1,1.2,400,4.37,1268.0,,3.0,,,,1.0
0411000F0AAADAD,Galantamine_Oral Soln 20mg/5ml S/F,Galantamine,J81036,11J,NP8,1,1.2,400,4.37,1268.0,,3.0,,,,1.0
0411000F0AAADAD,Galantamine_Oral Soln 20mg/5ml S/F,Galantamine,C85007,02P,NP8,1,1.2,400,4.37,1268.0,,3.0,,,,1.0
0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg,Co-Proxamol (Dextroprop HCl/Paracet),P81152,01E,NP8,1,0.704480519481,684,2.5557748538,1266.28532468,,3.0,,,,
130201000AACPCP,Liq Paraf 50%/Emulsif 50%_Oint,Other Emollient Preps,J82180,10X,NP8,1,0.00944400000002,1500,0.852913333333,1265.204,,3.0,,,,
0408010H0AAA1A1,Lamotrigine_Tab 200mg,Lamotrigine,N81022,01C,M,2,0.043009478673,784,1.65577806122,1264.41056872,Tab  / Tab Disper ,3.0,,,,
0206020A0AAAAAA,Amlodipine_Tab 5mg,Amlodipine,C83039,99D,M,2,0.0260458353169,3612,0.375656146179,1262.79244284,,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,P91604,02A,NP8,1,5.92,1882,6.59,1260.94,,3.0,,,,1.0
0101021C0AACECE,Calc Carb_Liq Spec 250mg/5ml,Calcium Carbonate,E83041,07M,NP8,1,0.319976190476,2000,0.9504,1260.84761905,Liq Spec  / Susp ,3.0,,,,
0906050P0AAAFAF,Vit E_Cap 400u,Vitamin E,G85723,08Q,NP8,1,0.0593333333333,298,4.28332214765,1258.74866667,Cap  / Tab ,3.0,,,,
0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg,Co-Proxamol (Dextroprop HCl/Paracet),C82600,04V,NP8,1,0.704480519481,500,3.2186,1257.05974026,,3.0,,,,
0212000B0AAABAB,Atorvastatin_Tab 20mg,Atorvastatin,A87005,99C,M,1,0.0389027702336,7168,0.214058314732,1255.51494297,Tab  / Pdr Sach ,3.0,,,,
0601060D0AAA0A0,Glucose Blood Testing Reagents,Glucose Blood Testing Reagents,M82004,05N,NP8,15,0.248278294818,22501,0.304046931248,1254.8500883,,,,,,
0906040G0AABTBT,"Colecal_Oral Dps 2,000u/ml S/F",Colecalciferol,C82073,04C,NP8,1,0.49,60,21.3515,1251.69,Oral Dps  / Oral Soln ,3.0,,,,1.0
040702040AAAEAE,Tramadol HCl_Tab 200mg M/R,Tramadol Hydrochloride,B83013,02R,NP8,1,0.2365,1430,1.11128671329,1250.945,Tab  / Cap ,3.0,,,,
0906040G0AABGBG,"Colecal_Tab 1,000u",Colecalciferol,P83611,00V,C,1,0.0576323653715,2940,0.482897959184,1250.28084581,Tab  / Cap ,3.0,,,,
0408020V0AAALAL,Midazolam_Liq Spec 50mg/5ml,Midazolam Maleate,G84628,07Q,NP8,1,16.68,45,44.374,1246.23,,3.0,,,,
0906031C0AABGBG,Ascorbic Acid_Liq Spec 500mg/5ml,Ascorbic Acid,H81088,99M,NP8,1,1.4391,900,2.82093333333,1243.65,,3.0,,,,
0905013G0AAA2A2,Mag Glycerophos_Tab 97.2mg,Magnesium Glycerophosphate,L82057,11N,NP8,1,0.764035714286,1000,2.0054,1241.36428571,Tab  / Cap ,3.0,,,,
0906040G0AABIBI,Colecal_Cap 400u,Colecalciferol,M92024,06A,NP8,1,0.111,716,1.84445530726,1241.154,Cap  / Tab ,3.0,,,,
0102000ACAABBBB,Atrop Sulf_Oral Soln 500mcg/5ml,Atropine Sulfate,F81117,06Q,NP8,1,1.059776,500,3.54192,1241.072,,,,,,
0601040E0AABHBH,Diazoxide_Oral Susp 250mg/5ml,Diazoxide,M83036,05V,NP8,1,1.50603888889,150,9.776,1240.49416667,Oral Susp  / Oral Soln ,3.0,1.0,,,1.0
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,B85014,03J,NP8,2,5.92,371,9.26277628032,1240.17,,3.0,,,,1.0
0411000F0AAADAD,Galantamine_Oral Soln 20mg/5ml S/F,Galantamine,D83029,07K,NP8,1,1.2,600,3.26663333333,1239.98,,3.0,,,,1.0
0704020J0AAAIAI,Oxybutynin HCl_Oral Soln 2.5mg/5ml,Oxybutynin,L85001,11X,NP8,1,0.0458666666667,1350,0.963333333333,1238.58,Oral Soln  / Liq Spec ,3.0,,,,
0704020J0AAAIAI,Oxybutynin HCl_Oral Soln 2.5mg/5ml,Oxybutynin,M83001,04Y,NP8,1,0.0458666666667,1350,0.963333333333,1238.58,Oral Soln  / Liq Spec ,3.0,,,,
0704020J0AAAIAI,Oxybutynin HCl_Oral Soln 2.5mg/5ml,Oxybutynin,M81041,05J,NP8,1,0.0458666666667,1350,0.963333333333,1238.58,Oral Soln  / Liq Spec ,3.0,,,,
0408010A0AAABAB,Levetiracetam_Tab 500mg,Levetiracetam,P82007,00T,M,2,0.0558125,2144,0.633316231343,1238.168,,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,P81646,02G,NP8,1,5.92,308,9.94,1238.16,,3.0,,,,1.0
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,P81073,00R,NP8,1,5.92,1848,6.59,1238.16,,3.0,,,,1.0
0408010F0AABEBE,Clonazepam_Liq Spec 500mcg/5ml,Clonazepam,P86018,01D,NP8,1,0.463333333333,850,1.91938823529,1237.64666667,Liq Spec  / Elix ,3.0,,,,
0601060D0AAA0A0,Glucose Blood Testing Reagents,Glucose Blood Testing Reagents,G81039,09P,NP8,19,0.248278294818,23060,0.301869904597,1235.8225215,,,,,,
0401010ADAAAEAE,Melatonin_Cap 2mg,Melatonin,P92012,02H,NP8,1,0.709979041916,308,4.71006493506,1232.02645509,Cap  / Tab ,3.0,1.0,,,
0906040G0AABIBI,Colecal_Cap 400u,Colecalciferol,B82020,02N,NP8,2,0.111,2465,0.610803245436,1232.015,Cap  / Tab ,3.0,,,,
0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg,Co-Proxamol (Dextroprop HCl/Paracet),J82072,11A,NP8,1,0.704480519481,900,2.07177777778,1230.56753247,,3.0,,,,
070403000AAAEAE,Tricitrates_Soln,Other Urological Pain Preps,G84033,07Q,NP8,1,0.03702,2838,0.470401691332,1229.93724,,3.0,,,,
0902013S0AAADAD,Sod Bicarb_Cap 600mg,Sodium Bicarbonate,F84021,07T,NP8,1,0.230666666667,1200,1.255,1229.2,Cap  / Tab ,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,C87029,03L,NP8,1,5.92,1833,6.59,1228.11,,3.0,,,,1.0
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,C82050,04V,NP8,1,5.92,1832,6.59,1227.44,,3.0,,,,1.0
0302000N0AABGBG,Fluticasone/Salmeterol_Inh 250/25mcg120D,Fluticasone Propionate (Inh),Y00159,13P,NP8,1,52.045,165,59.48,1226.775,,3.0,,,,1.0
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,F82001,07L,NP8,1,5.92,305,9.94,1226.1,,3.0,,,,1.0
0905013G0AAAYAY,Mag Glycerophos_Tab Chble 97.2mg S/F,Magnesium Glycerophosphate,N81056,02E,NP8,2,0.452777777778,252,5.31095238095,1224.26,,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,A81027,00K,NP8,2,5.92,1822,6.59183863886,1224.09,,3.0,,,,1.0
0106020C0AAAJAJ,Bisacodyl_Enema 10mg,Bisacodyl,Y01165,06N,NP8,1,0.294107718894,32,38.5021875,1222.658553,Enema  / Suppos ,3.0,,,,1.0
0505060I0AAACAC,Ivermectin_Tab 3mg,Ivermectin,C82073,04C,NP8,1,20.4526052632,24,71.3945833333,1222.60747368,,3.0,,,,
0906040G0AABHBH,"Colecal_Cap 1,000u",Colecalciferol,E84017,07P,NP8,1,0.048115,6610,0.232996974281,1222.06985,Cap  / Tab ,3.0,,,,
0208010L0AAAKAK,"Dalteparin Sod_Inj 25,000u/ml 0.3ml Pfs",Dalteparin Sodium,P92607,02H,NP8,1,4.23392857143,80,19.5,1221.28571429,,3.0,,,,
0203020I0AABIBI,Flecainide Acet_Oral Soln 10mg/5ml,Flecainide Acetate,G85003,08L,NP8,1,0.863485714286,1400,1.73530714286,1220.55,,3.0,,,,
0407020ADAAAPAP,Oxycodone HCl_Tab 120mg M/R,Oxycodone Hydrochloride,P81152,01E,C,1,2.72339285714,448,5.44678571429,1220.08,,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,C87012,03L,NP8,1,5.92,1821,6.59,1220.07,,3.0,,,,1.0
0408010G0AAABAB,Gabapentin_Cap 300mg,Gabapentin,C83039,99D,M,2,0.030685886828,3400,0.389302941176,1219.29798478,,3.0,,,,
0802020T0AAAGAG,Tacrolimus_Liq Spec 2.5mg/5ml,Tacrolimus,G82032,09J,NP8,1,0.995539999999,600,3.02746666667,1219.156,Oral Soln  / Oral Susp ,3.0,,,,
0401010ADAABPBP,Melatonin_Tab 3mg,Melatonin,H82040,09X,NP8,2,0.749107142857,255,5.51356862745,1214.93767857,Tab  / Cap ,,,,,
0406000S0AAADAD,Ondansetron HCl_Inj 2mg/ml 4ml Amp,Ondansetron Hydrochloride,F84004,08M,NP8,1,2.36,126,11.99,1213.38,,3.0,,,,
0408010H0AAAAAA,Lamotrigine_Tab 100mg,Lamotrigine,C86006,02X,M,2,0.0291071428571,1344,0.931919642857,1213.38,Tab  / Cap ,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,D83047,06M,NP8,1,5.92,1811,6.59,1213.37,,3.0,,,,1.0
0212000B0AAABAB,Atorvastatin_Tab 20mg,Atorvastatin,D83029,07K,M,2,0.0389027702336,6796,0.217391112419,1213.00677349,Tab  / Pdr Sach ,3.0,,,,
0101010F0AAAUAU,Mag Carb_Heavy Cap 500mg,Magnesium Carbonate,G82135,99J,NP8,1,2.25584,224,7.66879464286,1212.50184,Heavy Cap  / Cap ,3.0,,,,
0106040M0AAAHAH,Macrogol_Co Liq NPF S/F,Macrogol 3350,H84039,08P,NP8,2,0.0103,12550,0.106901992032,1212.355,,3.0,,,,
0103050P0AAAJAJ,Omeprazole_Oral Soln 10mg/5ml,Omeprazole,C88045,03N,NP8,1,0.273233333333,400,3.2996,1210.54666667,Oral Soln  / Oral Susp ,,,,,
0501070W0AAAAAA,Linezolid_Tab 600mg,Linezolid,F86020,08N,NP8,1,22.886,56,44.5,1210.384,,3.0,,,,
0501070W0AAAAAA,Linezolid_Tab 600mg,Linezolid,Y04995,04J,NP8,1,22.886,56,44.5,1210.384,,3.0,,,,
0104020H0AAAAAA,Co-Phenotrope_Tab 2.5mg/25mcg,Co-Phenotrope (Diphenox HCl/Atrop Sulph),C84029,04H,NP8,1,0.107321428571,900,1.45,1208.41071429,,3.0,1.0,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,M84603,05R,NP8,2,5.92,338,9.49399408284,1208.01,,3.0,,,,1.0
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,J82134,10V,NP8,1,5.92,1802,6.59,1207.34,,3.0,,,,1.0
0408010H0AAA1A1,Lamotrigine_Tab 200mg,Lamotrigine,B81004,02Y,NP8,1,0.043009478673,588,2.0955952381,1206.92042654,Tab  / Tab Disper ,3.0,,,,
0905013G0AAAYAY,Mag Glycerophos_Tab Chble 97.2mg S/F,Magnesium Glycerophosphate,H82087,09G,NP8,1,0.452777777778,224,5.83419642857,1205.43777778,,3.0,,,,
0406000S0AAADAD,Ondansetron HCl_Inj 2mg/ml 4ml Amp,Ondansetron Hydrochloride,E82040,06K,NP8,1,2.36,125,11.99,1203.75,,3.0,,,,
0208010L0AAABAB,"Dalteparin Sod_Inj 25,000u/ml 0.2ml Pfs",Dalteparin Sodium,C87012,03L,NP8,1,2.82285714286,56,24.2407142857,1199.4,,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,M84001,05H,NP8,1,5.92,1789,6.59,1198.63,,3.0,,,,1.0
0604011D0AAALAL,Ethinylestr_Tab 2mcg,Ethinylestradiol,B82005,03Q,NP8,1,2.0,300,5.9879,1196.37,Tab  / Cap ,3.0,,,,
0401010ADAABPBP,Melatonin_Tab 3mg,Melatonin,F81211,07G,NP8,2,0.749107142857,384,3.86393229167,1196.09285714,Tab  / Cap ,,,,,
0905013G0AAA2A2,Mag Glycerophos_Tab 97.2mg,Magnesium Glycerophosphate,E81038,06F,NP8,1,0.764035714286,540,2.97666666667,1194.82071429,Tab  / Cap ,3.0,,,,
0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg,Co-Proxamol (Dextroprop HCl/Paracet),L81020,11E,NP8,1,0.704480519481,500,3.0908,1193.15974026,,3.0,,,,
0408010ADAAADAD,Zonisamide_Oral Soln 50mg/5ml,Zonisamide,D81025,06H,NP8,1,0.2885,1200,1.28196666667,1192.16,Oral Soln  / Oral Susp ,3.0,,,,
0106020C0AAAJAJ,Bisacodyl_Enema 10mg,Bisacodyl,H82100,09X,NP8,2,0.294107718894,58,20.8368965517,1191.4817523,Enema  / Suppos ,3.0,,,,1.0
0401020K0AAA1A1,Diazepam_Liq Spec 10mg/5ml,Diazepam,L83073,99P,NP8,1,0.238075,2200,0.779190909091,1190.455,Oral Soln  / Liq Spec ,3.0,,,,
0801030L0AAABAB,Mercaptopurine_Tab 10mg,Mercaptopurine,F82008,08F,NP8,1,2.33618571429,100,14.2204,1188.42142857,Tab  / Cap ,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,N85007,12F,NP8,1,5.92,1773,6.59,1187.91,,3.0,,,,1.0
0905013P0AAAAAA,Magnesium Lactate_Tab 84mg M/R,Magnesium Lactate,F81737,99E,NP8,1,0.3551,500,2.7288,1186.85,,3.0,,,,
0905013G0AABMBM,Mag Glycerophos_Cap 48.6mg,Magnesium Glycerophosphate,F81681,06T,NP8,1,1.48473,504,3.83884920635,1186.47608,Cap  / Tab ,3.0,,,,
0601060D0AAA0A0,Glucose Blood Testing Reagents,Glucose Blood Testing Reagents,E84009,08E,NP8,19,0.248278294818,21014,0.304735890359,1186.3999127,,,,,,
0601060D0AAA0A0,Glucose Blood Testing Reagents,Glucose Blood Testing Reagents,N81045,01F,NP8,16,0.248278294818,20252,0.306691190993,1182.97797335,,,,,,
0604020K0AABMBM,Testosterone_Gel 2% (10mg per actuation),Testosterone,P84054,01M,NP8,1,0.477833333333,240,5.40666666667,1182.92,Gel  / Crm ,3.0,,,,1.0
0604020K0AABMBM,Testosterone_Gel 2% (10mg per actuation),Testosterone,C81017,04R,NP8,2,0.477833333333,540,2.66842592593,1182.92,Gel  / Crm ,3.0,,,,1.0
0604020K0AABMBM,Testosterone_Gel 2% (10mg per actuation),Testosterone,L85022,11X,NP8,1,0.477833333333,240,5.40666666667,1182.92,Gel  / Crm ,3.0,,,,1.0
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,N84005,01V,NP8,1,5.92,294,9.94,1181.88,,3.0,,,,1.0
040702040AAACAC,Tramadol HCl_Tab 100mg M/R,Tramadol Hydrochloride,C84024,02Q,NP8,2,0.115714285714,2546,0.579878240377,1181.76142857,Tab  / Cap ,3.0,,,,
090602800AAAGAG,Biotin_Tab 5mg,Other Vitamin B Preps,E85026,07W,NP8,1,1.133,280,5.34921428571,1180.54,Tab  / Pdrs ,3.0,,,,
0802010M0AAABAB,Mycophenolate Mofetil_Tab 500mg,Mycophenolate Mofetil,H82083,09G,NP8,1,0.139593023256,784,1.64519132653,1180.38906977,,3.0,,,,
0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg,Co-Proxamol (Dextroprop HCl/Paracet),K81048,10W,NP8,1,0.704480519481,1060,1.81797169811,1180.30064935,,3.0,,,,
0206020A0AAACAC,Amlodipine_Liq Spec 5mg/5ml,Amlodipine,H81088,99M,NP8,1,0.431306666667,600,2.39666666667,1179.216,Liq Spec  / Oral Soln ,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,K84027,10Q,NP8,1,5.92,1759,6.59,1178.53,,3.0,,,,1.0
0403040W0AAAEAE,Venlafaxine_Cap 150mg M/R,Venlafaxine,L82023,11N,C,2,0.381251795444,1304,1.28387269939,1177.01765874,Cap  / Tab ,3.0,,,,
0704020J0AAAIAI,Oxybutynin HCl_Oral Soln 2.5mg/5ml,Oxybutynin,C83082,04D,NP8,1,0.0458666666667,400,2.97975,1173.55333333,Oral Soln  / Liq Spec ,3.0,,,,
0103030S0AAABAB,Sucralfate_Susp 1g/5ml S/F,Sucralfate,K83012,04G,NP8,1,0.02544,900,1.329,1173.204,,3.0,,,,
0602010Z0AAABAB,Levothyrox/Liothyronine_Tab 38mcg/9mcg,Levothyroxine Sodium & Liothyronine,H81076,09N,NP8,1,0.8043775,200,6.6611,1171.3445,,3.0,1.0,,,
0106020C0AAAJAJ,Bisacodyl_Enema 10mg,Bisacodyl,H82025,09H,NP8,1,0.294107718894,14,83.87,1170.06249194,Enema  / Suppos ,3.0,,,,1.0
